"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148136961.jpg?v=1757629856","4",,,,,,,,,,,,,,,,,,,,,,
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148140026.jpg?v=1757629856","5",,,,,,,,,,,,,,,,,,,,,,
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148131984.jpg?v=1757629856","6",,,,,,,,,,,,,,,,,,,,,,
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148136981.jpg?v=1757629855","7",,,,,,,,,,,,,,,,,,,,,,
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148135982.jpg?v=1757629856","8",,,,,,,,,,,,,,,,,,,,,,
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148135992.jpg?v=1757629857","9",,,,,,,,,,,,,,,,,,,,,,
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148135997.jpg?v=1757629857","10",,,,,,,,,,,,,,,,,,,,,,
"tiny-house-casa-vacanze-10-00-3-00-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4148140046.png?v=1757629854","11",,,,,,,,,,,,,,,,,,,,,,
"container-ufficio-12-00-6-00-m-modello-lisbona","Container Ufficio 12,00 × 6,00 m – Modello Lisbona","<p data-start=""174"" data-end=""416""><strong data-start=""174"" data-end=""202"">Descrizione del prodotto</strong><br data-start=""202"" data-end=""205"">Proponiamo un container ad uso ufficio / sala soggiorno con dimensioni esterne di <strong data-start=""287"" data-end=""305"">12,00 × 6,00 m</strong>.<br data-start=""306"" data-end=""309"">L’impianto è composto da <strong data-start=""334"" data-end=""352"">quattro moduli</strong>, che vengono montati direttamente presso la sede del cliente.</p> <p data-start=""418"" data-end=""588"">Sono disponibili anche <strong data-start=""441"" data-end=""470"">altre dimensioni e colori</strong> su richiesta.<br data-start=""484"" data-end=""487"">Il tempo di consegna, indipendentemente dalla misura scelta, è generalmente di <strong data-start=""566"" data-end=""585"">2 – 6 settimane</strong>.</p> <hr data-start=""590"" data-end=""593""> <h3 data-start=""595"" data-end=""633"">Dotazioni standard del container</h3> <ul data-start=""634"" data-end=""1482""> <li data-start=""634"" data-end=""701""> <p data-start=""636"" data-end=""701""><strong data-start=""636"" data-end=""655"">Pareti esterne:</strong> pannelli sandwich con 150 mm di polistirolo</p> </li> <li data-start=""702"" data-end=""782""> <p data-start=""704"" data-end=""782""><strong data-start=""704"" data-end=""718"">Pavimento:</strong> polistirolo 120 mm con pannello OSB da 22 mm sul lato interno</p> </li> <li data-start=""783"" data-end=""859""> <p data-start=""785"" data-end=""859""><strong data-start=""785"" data-end=""799"">Struttura:</strong> solida struttura in acciaio con protezione anticorrosione</p> </li> <li data-start=""860"" data-end=""925""> <p data-start=""862"" data-end=""925""><strong data-start=""862"" data-end=""886"">Tetto a falda unica:</strong> pannelli sandwich 150 mm polistirolo</p> </li> <li data-start=""926"" data-end=""957""> <p data-start=""928"" data-end=""957""><strong data-start=""928"" data-end=""948"">Altezza interna:</strong> 2,50 m</p> </li> <li data-start=""958"" data-end=""1066""> <p data-start=""960"" data-end=""1066""><strong data-start=""960"" data-end=""981"">Porta d’ingresso:</strong> 1 × porta doppia in alluminio completamente vetrata (vetro oscurato) 2,00 × 2,28 m</p> </li> <li data-start=""1067"" data-end=""1166""> <p data-start=""1069"" data-end=""1166""><strong data-start=""1069"" data-end=""1092"">Finestre fisse PVC:</strong> 2 × 2,20 × 2,28 m (vetro oscurato) + 2 × 1,10 × 2,00 m (vetro oscurato)</p> </li> <li data-start=""1167"" data-end=""1247""> <p data-start=""1169"" data-end=""1247""><strong data-start=""1169"" data-end=""1210"">Finestre PVC a ribalta/anta battente:</strong> 2 × 1,85 × 2,28 m (vetro oscurato)</p> </li> <li data-start=""1248"" data-end=""1297""> <p data-start=""1250"" data-end=""1297""><strong data-start=""1250"" data-end=""1261"">Attica:</strong> su 3 lati in pannelli di facciata</p> </li> <li data-start=""1298"" data-end=""1338""> <p data-start=""1300"" data-end=""1338""><strong data-start=""1300"" data-end=""1325"">Pannelli di facciata:</strong> in lamiera</p> </li> <li data-start=""1339"" data-end=""1355""> <p data-start=""1341"" data-end=""1355""><strong data-start=""1341"" data-end=""1353"">Grondaia</strong></p> </li> <li data-start=""1356"" data-end=""1422""> <p data-start=""1358"" data-end=""1422""><strong data-start=""1358"" data-end=""1384"">Documentazione tecnica</strong>: pianta, prospetti, calcoli statici</p> </li> <li data-start=""1423"" data-end=""1456""> <p data-start=""1425"" data-end=""1456""><strong data-start=""1425"" data-end=""1454"">Montaggio in loco incluso</strong></p> </li> <li data-start=""1457"" data-end=""1482""> <p data-start=""1459"" data-end=""1482""><strong data-start=""1459"" data-end=""1480"">Trasporto incluso</strong></p> </li> </ul>","LA MIA CASA MOBILE","Ufficio",,"2025-09-12T00:02:36+02:00","Title","Default Title",,,,,,"0",,"deny","manual","15000.00","19000.00","true","true",,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4327486788.png?v=1757628084",,,"false",,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4327486788.png?v=1757628084",,,,"active"
"container-ufficio-12-00-6-00-m-modello-lisbona",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4327485369.png?v=1757628083","2",,,,,,,,,,,,,,,,,,,,,,
"container-ufficio-12-00-6-00-m-modello-lisbona",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4327486833.png?v=1757628082","3",,,,,,,,,,,,,,,,,,,,,,
"container-ufficio-12-00-6-00-m-modello-lisbona",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4327486532.png?v=1757628082","4",,,,,,,,,,,,,,,,,,,,,,
"container-ufficio-12-00-6-00-m-modello-lisbona",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4152727762.jpg?v=1757628083","5",,,,,,,,,,,,,,,,,,,,,,
"container-ufficio-12-00-6-00-m-modello-lisbona",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4327485374.png?v=1757628083","6",,,,,,,,,,,,,,,,,,,,,,
"piscina-fuori-terra-rigida-gre-violette-2-marrone-h-1-27-x-5-m","Piscina fuori terra rigida GRE Violette 2 marrone H 1.27 x ⌀ 5 m","<div class=""o-product-detail-informations__images""><a href=""https://www.leroymerlin.it/marchi/gre/"" title=""Vedi tutti i prodotti del brand GRE"" class=""ka-link o-product-detail-informations__images--link""><img class=""o-product-detail-informations__images--brand lazy-loaded"" data-src=""https://media.adeo.com/media/1494820/format/JPEG?width=100"" alt=""brand GRE"" data-cerberus=""ELEM_IMG_brand-logo"" src=""https://media.adeo.com/media/1494820/format/JPEG?width=100"" width=""19"" height=""19""></a></div> <div class=""o-product-detail-informations__images""> <meta charset=""utf-8""> <p data-start=""173"" data-end=""458""><strong data-start=""173"" data-end=""188"">Descrizione</strong><br data-start=""188"" data-end=""191"">Piscina fuori terra tonda GRE <strong data-start=""221"" data-end=""235"">Violette 2</strong>, realizzata in <strong data-start=""251"" data-end=""282"">legno trattato in autoclave</strong> per resistere a raggi UV, funghi, insetti, muffe e agenti atmosferici.<br data-start=""353"" data-end=""356"">Le dimensioni esterne sono Ø 500 × 127 cm, con diametro interno di 4,42 m e altezza utile di 124 cm.</p> <p data-start=""460"" data-end=""673"">La piscina ha una capacità d’acqua di <strong data-start=""498"" data-end=""509"">15,5 m³</strong> (15.500 litri) ed è dotata di un <strong data-start=""543"" data-end=""572"">filtro a sabbia da 6 m³/h</strong>, un sistema affidabile e facile da mantenere, con durata fino a 4-5 anni se correttamente gestito.</p> <p data-start=""675"" data-end=""811"">Prodotto della linea <strong data-start=""696"" data-end=""719"">Scelta Responsabile</strong>, grazie alla sua riparabilità e all’imballaggio ottimizzato a ridotto impatto ambientale.</p> <hr data-start=""813"" data-end=""816""> <h3 data-start=""818"" data-end=""848"">Caratteristiche tecniche</h3> <ul data-start=""849"" data-end=""1214""> <li data-start=""849"" data-end=""869""> <p data-start=""851"" data-end=""869""><strong data-start=""851"" data-end=""861"">Forma:</strong> Tonda</p> </li> <li data-start=""870"" data-end=""932""> <p data-start=""872"" data-end=""932""><strong data-start=""872"" data-end=""902"">Materiale della struttura:</strong> Legno trattato in autoclave</p> </li> <li data-start=""933"" data-end=""956""> <p data-start=""935"" data-end=""956""><strong data-start=""935"" data-end=""946"">Colore:</strong> Marrone</p> </li> <li data-start=""957"" data-end=""981""> <p data-start=""959"" data-end=""981""><strong data-start=""959"" data-end=""976"">Con rinforzi:</strong> No</p> </li> <li data-start=""982"" data-end=""1024""> <p data-start=""984"" data-end=""1024""><strong data-start=""984"" data-end=""1011"">Modalità di filtraggio:</strong> Con sabbia</p> </li> <li data-start=""1025"" data-end=""1063""> <p data-start=""1027"" data-end=""1063""><strong data-start=""1027"" data-end=""1054"">Capacità di filtraggio:</strong> 6 m³/h</p> </li> <li data-start=""1064"" data-end=""1098""> <p data-start=""1066"" data-end=""1098""><strong data-start=""1066"" data-end=""1090"">Potenza della pompa:</strong> 230 W</p> </li> <li data-start=""1099"" data-end=""1151""> <p data-start=""1101"" data-end=""1151""><strong data-start=""1101"" data-end=""1126"">Volume d’acqua utile:</strong> 15,5 m³ (15.500 litri)</p> </li> <li data-start=""1152"" data-end=""1184""> <p data-start=""1154"" data-end=""1184""><strong data-start=""1154"" data-end=""1175"">Diametro interno:</strong> 4,42 m</p> </li> <li data-start=""1185"" data-end=""1214""> <p data-start=""1187"" data-end=""1214""><strong data-start=""1187"" data-end=""1205"">Altezza utile:</strong> 1,24 m</p> </li> </ul> <hr data-start=""1216"" data-end=""1219""> <h3 data-start=""1221"" data-end=""1244"">Accessori inclusi</h3> <ul data-start=""1245"" data-end=""1437""> <li data-start=""1245"" data-end=""1265""> <p data-start=""1247"" data-end=""1265"">Liner blu 75/100</p> </li> <li data-start=""1266"" data-end=""1292""> <p data-start=""1268"" data-end=""1292"">Filtro a sabbia 6 m³/h</p> </li> <li data-start=""1293"" data-end=""1331""> <p data-start=""1295"" data-end=""1331"">Scala in legno esterna (4 gradini)</p> </li> <li data-start=""1332"" data-end=""1366""> <p data-start=""1334"" data-end=""1366"">Scala inox interna (3 gradini)</p> </li> <li data-start=""1367"" data-end=""1378""> <p data-start=""1369"" data-end=""1378"">Skimmer</p> </li> <li data-start=""1379"" data-end=""1408""> <p data-start=""1381"" data-end=""1408"">Protezione fondo e pareti</p> </li> <li data-start=""1409"" data-end=""1437""> <p data-start=""1411"" data-end=""1437"">Carico di sabbia incluso</p> </li> </ul> <hr data-start=""1439"" data-end=""1442""> <h3 data-start=""1444"" data-end=""1468"">Vantaggi ecologici</h3> <ul data-start=""1469"" data-end=""1599""> <li data-start=""1469"" data-end=""1524""> <p data-start=""1471"" data-end=""1524"">Prodotto <strong data-start=""1480"" data-end=""1494"">riparabile</strong> → maggiore durata nel tempo</p> </li> <li data-start=""1525"" data-end=""1599""> <p data-start=""1527"" data-end=""1599""><strong data-start=""1527"" data-end=""1554"">Imballaggio ottimizzato</strong> (peso ridotto) → minore impatto ambientale</p> </li> </ul> <hr data-start=""1601"" data-end=""1604""> <h3 data-start=""1606"" data-end=""1626"">Altri dettagli</h3> <ul data-start=""1627"" data-end=""1727""> <li data-start=""1627"" data-end=""1666""> <p data-start=""1629"" data-end=""1666""><strong data-start=""1629"" data-end=""1657"">Garanzia del produttore:</strong> 2 anni</p> </li> <li data-start=""1667"" data-end=""1708""> <p data-start=""1669"" data-end=""1708""><strong data-start=""1669"" data-end=""1698"">Garanzia struttura legno:</strong> 10 anni</p> </li> <li data-start=""1709"" data-end=""1727""> <p data-start=""1711"" data-end=""1727""><strong data-start=""1711"" data-end=""1721"">Marca:</strong> GRE</p> </li> </ul> <p data-start=""1729"" data-end=""1743""><strong data-start=""1729"" data-end=""1741"">Imballo:</strong></p> <ul data-start=""1744"" data-end=""1825""> <li data-start=""1744"" data-end=""1765""> <p data-start=""1746"" data-end=""1765"">Larghezza: 200 cm</p> </li> <li data-start=""1766"" data-end=""1788""> <p data-start=""1768"" data-end=""1788"">Profondità: 120 cm</p> </li> <li data-start=""1789"" data-end=""1808""> <p data-start=""1791"" data-end=""1808"">Altezza: 145 cm</p> </li> <li data-start=""1809"" data-end=""1825""> <p data-start=""1811"" data-end=""1825"">Peso: 890 kg</p> </li> </ul> </div>","Ma boutique","Piscina","piscina container","2025-09-10T15:26:46+02:00","Title","Default Title",,,,,,"0",,"deny","manual","1770.00","4099.00","true","true",,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/media_0a811326-aedd-4cde-8259-0f779c6e2d6f.webp?v=1757510783",,,"false",,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/media_0a811326-aedd-4cde-8259-0f779c6e2d6f.webp?v=1757510783",,,,"active"
"piscina-fuori-terra-rigida-gre-violette-2-marrone-h-1-27-x-5-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/media_1_a2676cbc-33c2-4203-b161-099d5996abca.webp?v=1757510782","2",,,,,,,,,,,,,,,,,,,,,,
"piscina-fuori-terra-rigida-gre-violette-2-marrone-h-1-27-x-5-m",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/media_2_69a2fc2c-5db3-4a82-a336-753797998a62.webp?v=1757510783","3",,,,,,,,,,,,,,,,,,,,,,
